2018_09_26_96|Lady wrote a popular series of novels using the alphabet. A is for alibi and so on and so on. Possibility exists today for another big payday, second day in a row. Nancy, we come to you first. You had 8,200 and you wrote down, who is Grafton, Sue Grafton, you are right. And that means you will add, and in this case you'll add 8,100, you'll move to 16,300. You're in second place at the moment as we go to Jordan. He had 13,800, he came up with a correct response. He will add 13,000. He's in the lead, 26,800 as we come to Evelyn Rubin. Had 17,800, look at that smile. She wrote down the correct response and did she risk enough? 9801, yes indeed.|Lady wrote a popular series of novels using the alphabet. A is for alibi and so on and so on. Possibility exists today for another big payday, second day in a row. Nancy, we come to you first. You had eight thousand, two hundred and you wrote down, who is Grafton, Sue Grafton, you are right. And that means you will add, and in this case you'll add eight thousand, one hundred, you'll move to sixteen thousand, three hundred. You're in second place at the moment as we go to Jordan. He had thirteen thousand, eight hundred, he came up with a correct response. He will add thirteen thousand. He's in the lead, twenty-six thousand, eight hundred as we come to Evelyn Rubin. Had seventeen thousand, eight hundred, look at that smile. She wrote down the correct response and did she risk enough? nine thousand, eight hundred and one, yes indeed.
2018_09_25_7|Students at Cal Berkeley refer to teams from this younger UC school as baby bears.|Students at Cal Berkeley refer to teams from this younger UC school as baby bears.
2018_09_14_12|Before there was McDreamy, there was Dr. Ross, played by some guy named Clooney on this show.|Before there was McDreamy, there was Doctor Ross, played by some guy named Clooney on this show.
2018_09_13_22|a burglar, a murderer, and a dog beater. Bill Sykes is a true villain in this novel.|a burglar, a murderer, and a dog beater. Bill Sykes is a true villain in this novel.
2018_09_24_53|Turn down service leaves one on your pillow.|Turn down service leaves one on your pillow.
2018_09_13_51|Humperdinck's opera about these fairy tale siblings was the first complete opera aired on radio.|Humperdinck's opera about these fairy tale siblings was the first complete opera aired on radio.
2018_09_14_24|Now, your son, who has a passion for, I don't know if it's flying or all kinds of transportation.|Now, your son, who has a passion for, I don't know if it's flying or all kinds of transportation.
2018_09_20_61|You'll find Thomas Edison National Historical Park in West Orange in this state.|You'll find Thomas Edison National Historical Park in West Orange in this state.
2018_09_19_48|Bernstein gave his last concert in 1990 at this Massachusetts festival site where he had studied 50 years before.|Bernstein gave his last concert in nineteen ninety at this Massachusetts festival site where he had studied fifty years before.
2018_09_11_42|Kite Power Systems in the UK is developing the use of kites instead of turbines to provide this type of energy.|Kite Power Systems in the UK is developing the use of kites instead of turbines to provide this type of energy.
2018_09_26_20|No, what is zebra, as they would say there, or zebra? Zebra. Zed, I thought, would please you because you're from Canada. All right, we're going to take a break, ladies and gentlemen.|No, what is zebra, as they would say there, or zebra? Zebra. Zed, I thought, would please you because you're from Canada. All right, we're going to take a break, ladies and gentlemen.
2018_09_13_88|If you look closely, you'll see the scores are just a little different than they were a few moments ago. That's because our judges have decided that Lauren's response of there in the contraction category was acceptable. The scores are correct, the category is before they were president, and players, here is your clue.|If you look closely, you'll see the scores are just a little different than they were a few moments ago. That's because our judges have decided that Lauren's response of there in the contraction category was acceptable. The scores are correct, the category is before they were president, and players, here is your clue.
2018_09_20_22|What's the weirdest pronunciation you get?|What's the weirdest pronunciation you get?
2018_09_24_46|12 for an even 6,000. Here am I with the clue.|twelve for an even six thousand. Here am I with the clue.
2018_09_26_34|Ooh, he's deep. Gotta love the way she said it too. Evelyn, you're in command of the board. Go again.|Ooh, he's deep. Gotta love the way she said it too. Evelyn, you're in command of the board. Go again.
2018_09_21_78|A town in Italy gave its name to this dance, once thought to be the remedy for the painful bite of a large hairy spider.|A town in Italy gave its name to this dance, once thought to be the remedy for the painful bite of a large hairy spider.
2018_09_20_20|Ebenezer Scrooge, you got it, man. You take us to our first commercial break.|Ebenezer Scrooge, you got it, man. You take us to our first commercial break.
2018_09_21_81|Color etymology. Where does the color come from?|Color etymology. Where does the color come from?
2018_09_13_2|Let's go to work now in the Jeopardy! route.|Let's go to work now in the Jeopardy! route.
2018_09_11_61|Mary Queen of Scots was not amused when this Scottish Reformation leader married her relative in 1564.|Mary Queen of Scots was not amused when this Scottish Reformation leader married her relative in fifteen sixty-four.
2018_09_10_2|And now let's find out about the category, starting off with a tribute to 50 years of the United States Open Tennis Tournament. Then you'll be exercising your options, followed by famous threesomes in the dictionary, each correct response beginning with I-N. Then his widow lived on, and finally our state looks up to you. You have to name the state with the longest border to the north of the state we give.|And now let's find out about the category, starting off with a tribute to fifty years of the United States Open Tennis Tournament. Then you'll be exercising your options, followed by famous threesomes in the dictionary, each correct response beginning with I-N. Then his widow lived on, and finally our state looks up to you. You have to name the state with the longest border to the north of the state we give.
2018_09_25_90|Nancy won only 3,600 on our program yesterday. Today, I think one of these players will win a lot more as they deal with 20th century plays.|Nancy won only three thousand, six hundred on our program yesterday. Today, I think one of these players will win a lot more as they deal with twentyth century plays.
2018_09_14_49|feel a whole lot better about these in double jeopardy. We start off with 1973, the groovy and not so groovy, followed by live entertainment, double animal names. Mark Twain really said it. Offbeat museums, and finally, in ovation. Each correct response will be made up of some of the letters in the word ovation.|feel a whole lot better about these in double jeopardy. We start off with nineteen seventy-three, the groovy and not so groovy, followed by live entertainment, double animal names. Mark Twain really said it. Offbeat museums, and finally, in ovation. Each correct response will be made up of some of the letters in the word ovation.
2018_09_14_60|The 2018 TV show Trust dramatizes the 1973 kidnapping of this man, the third, and the lack of interest of his billionaire grandpa.|The twenty eighteen TV show Trust dramatizes the nineteen seventy-three kidnapping of this man, the third, and the lack of interest of his billionaire grandpa.
2018_09_26_55|They were put on ostriches. Now the 600 dollar clue. We're doing well with video games, aren't we?|They were put on ostriches. Now the six hundred dollar clue. We're doing well with video games, aren't we?
2018_09_27_19|When this transpires, the cradle will fall and down will come baby, cradle and all.|When this transpires, the cradle will fall and down will come baby, cradle and all.
2018_07_02_85|On March 12th, 1933, FDR warmed America with the first of these informal radio addresses.|On March twelveth, nineteen thirty-three, FDR warmed America with the first of these informal radio addresses.
2018_09_25_32|It can be used as an interjection, meaning indeed, or as an exclamation of pain or wonder.|It can be used as an interjection, meaning indeed, or as an exclamation of pain or wonder.
2018_07_02_29|Adam Schultz from Pasadena, California. Football player.|Adam Schultz from Pasadena, California. Football player.
2018_09_20_32|A type of wound that will be the death of you kills the T to be this synonym for ethical.|A type of wound that will be the death of you kills the T to be this synonym for ethical.
2018_09_26_75|It's the term for an elephant's saddle.|It's the term for an elephant's saddle.
2018_09_10_60|stops growing.|stops growing.
2018_07_02_35|And at the very beginning of the game, you were tied.|And at the very beginning of the game, you were tied.
2018_09_14_7|Developed by King Norodom, this capital city lies at the confluence of the Mekong, Basak, and Tonle Sat Rivers.|Developed by King Norodom, this capital city lies at the confluence of the Mekong, Basak, and Tonle Sat Rivers.
2018_09_21_19b|Good, you're on the board now. And not only are you on the board, but you're in second place just like that. Alright, we're going to take a break.|Good, you're on the board now. And not only are you on the board, but you're in second place just like that. Alright, we're going to take a break.
2018_09_10_89|This three-letter memorandum of debt is a strong, but not legally binding promise to pay.|This three-letter memorandum of debt is a strong, but not legally binding promise to pay.
2018_09_25_11|The late Sir Simon tries to frighten an American family in Oscar Wilde's The Canterville This Specter.|The late Sir Simon tries to frighten an American family in Oscar Wilde's The Canterville This Specter.
2018_09_19_28b|The Rothschild family. Lafitte Rothschild.|The Rothschild family. Lafitte Rothschild.
2018_09_14_5|This Malaysian capital lies in the country's tin and rubber belt. I used to wear one of those, but it chafed.|This Malaysian capital lies in the country's tin and rubber belt. I used to wear one of those, but it chafed.
2018_09_11_77|The Undersecretary for Nuclear Security works for this U.S. Department.|The Undersecretary for Nuclear Security works for this U.S. Department.
2018_09_25_3b|Next, letter perfect. Complete the 21st century bestseller. Hats. We'll have fun with team names and finally we'll deal with the unseen. Nancy, start us.|Next, letter perfect. Complete the twenty-onest century bestseller. Hats. We'll have fun with team names and finally we'll deal with the unseen. Nancy, start us.
2018_09_13_19|He was 35 when he crowned himself Emperor in 1804.|He was thirty-five when he crowned himself Emperor in eighteen oh four.
2018_09_25_50|Vincent, our returning Jeopardy! player, is in third place, which means he goes first in this Double Jeopardy! round.|Vincent, our returning Jeopardy! player, is in third place, which means he goes first in this Double Jeopardy! round.
2018_09_19_51|Abbie, yes, Abbott is the one who stays in.|Abbie, yes, Abbott is the one who stays in.
2018_09_27_37|Astrid|Astrid
2018_09_19_11|Wearing SJP, you can literally stand in her shoes.|Wearing SJP, you can literally stand in her shoes.
2018_09_20_78|They're in the Baltic. Now the... Well, we won't get to that 2,000 dollar clue.|They're in the Baltic. Now the... Well, we won't get to that two thousand dollar clue.
2018_09_26_14|In the collection of 26 tenpence coins issued in 2018, C is for this national sport.|In the collection of twenty-six tenpence coins issued in twenty eighteen, C is for this national sport.
2018_07_02_45|The Census Bureau is part of it. D-O-C.|The Census Bureau is part of it. D-O-C.
2018_09_26_59|It's where you are if you're at 90 degrees north latitude, and I hope you're wearing a jacket.|It's where you are if you're at ninety degrees north latitude, and I hope you're wearing a jacket.
2018_09_25_9|This city's NBA and NFL teams run the full gamut of stock market animals.|This city's NBA and NFL teams run the full gamut of stock market animals.
2018_09_11_21|Terrific, wonderful story. Laurie Goodman is from Goleta, California. Tell me about your first date with your now husband because it was a circumstance that could have not gone well.|Terrific, wonderful story. Laurie Goodman is from Goleta, California. Tell me about your first date with your now husband because it was a circumstance that could have not gone well.
2018_09_11_36|Trying to capture Montreal, this Green Mountain boy was captured by the British and held prisoner until May 6th, 1778.|Trying to capture Montreal, this Green Mountain boy was captured by the British and held prisoner until May sixth, seventeen seventy-eight.
2018_09_19_67|What is copper?|What is copper?
2018_09_20_59|Circa 1666, a British work used this word for a literal barrier. A 1971 text on operating system principles gave it a new sense.|Circa sixteen sixty-six, a British work used this word for a literal barrier. A nineteen seventy-one text on operating system principles gave it a new sense.
2018_09_10_3|law son say for nine years and his widow for 18, both longer than her marriage.|law son say for nine years and his widow for eighteen, both longer than her marriage.
2018_09_26_50|Morrowind and Skyrim are iterations of this venerable set of games.|Morrowind and Skyrim are iterations of this venerable set of games.
2018_09_25_60|Open Source Development Labs was backed by IBM, Intel, and other companies to promote this operating system out of Finland.|Open Source Development Labs was backed by IBM, Intel, and other companies to promote this operating system out of Finland.
2018_07_02_18|Simplify it. What is bread and butter?|Simplify it. What is bread and butter?
2018_09_14_81|talking about Ambrose Bierce. One category still in play with a minute to go, Kyle.|talking about Ambrose Bierce. One category still in play with a minute to go, Kyle.
2018_09_26_42|The aquarium on Cannery Row in this California city has a sea otter cam and celebrates Sea Otter Week, the last week of September.|The aquarium on Cannery Row in this California city has a sea otter cam and celebrates Sea Otter Week, the last week of September.
2018_09_11_25|A man is sent back in time to try to prevent a plague.|A man is sent back in time to try to prevent a plague.
2018_09_19_70|As Mother Superior in this film, Maggie Smith tells Whoopi, people wish to kill you. Anyone who's met you, I imagine.|As Mother Superior in this film, Maggie Smith tells Whoopi, people wish to kill you. Anyone who's met you, I imagine.
2018_07_02_100|We come to you first, Adam. You had 6,000 dollars and you wrote down what is the Joy Luck Club, you are correct. And you will add 59.95, bumping you up to 11,995. Over to our champion, Scott McFadden. Going in with 12,200, he will add to that if he risked anything, and he risked 4,001. So he moves into the lead by a margin of 1 dollars as we come to Suzanne, who was solid today. She came up with the correct response. If she risked more than a dollar.|We come to you first, Adam. You had six thousand dollars and you wrote down what is the Joy Luck Club, you are correct. And you will add fifty-nine point nine five, bumping you up to eleven thousand, nine hundred and ninety-five. Over to our champion, Scott McFadden. Going in with twelve thousand, two hundred, he will add to that if he risked anything, and he risked four thousand and one. So he moves into the lead by a margin of one dollar as we come to Suzanne, who was solid today. She came up with the correct response. If she risked more than a dollar.
2018_09_14_68|Founded in the United States, this performing arts company invites you to experience the divine culture of China, 5000 years in the making.|Founded in the United States, this performing arts company invites you to experience the divine culture of China, five thousand years in the making.
2018_09_11_65|This monthly Tracy Letts Pulitzer Prize winner was replaced by his own play, Superior Donuts.|This monthly Tracy Letts Pulitzer Prize winner was replaced by his own play, Superior Donuts.
2018_09_19_71|Being grilled by this Oscar winner in doubt, Philip Seymour Hoffman says, I object to your tone.|Being grilled by this Oscar winner in doubt, Philip Seymour Hoffman says, I object to your tone.
2018_09_25_61|With more than 150 scientists, one of the world's largest DNA crime labs is at New York City's OCME, Office of Chief This.|With more than one hundred and fifty scientists, one of the world's largest DNA crime labs is at New York City's OCME, Office of Chief This.
2018_09_27_64|All right, for 8,400, here's the clue for you. The 1950s sci-fi classic Forbidden Planet is based on this play with Robbie the Robot as Ariel.|All right, for eight thousand, four hundred, here's the clue for you. The nineteen fiftys sci-fi classic Forbidden Planet is based on this play with Robbie the Robot as Ariel.
2018_09_13_78|I have some bad news for Lauren. Your response in the Coppelia clue a little while ago Coppelia was a doll but a mechanical doll not a marionette so we have to take away 4,000 dollars.|I have some bad news for Lauren. Your response in the Coppelia clue a little while ago Coppelia was a doll but a mechanical doll not a marionette so we have to take away four thousand dollars.
2018_09_13_63|His name is Karakalla, the famous Baths of Karakalla.|His name is Karakalla, the famous Baths of Karakalla.
2018_09_24_61|What is Latinate?|What is Latinate?
2018_09_20_54|Cataliya, Graciela, Gomorrah, Nateri, Uhura.|Cataliya, Graciela, Gomorrah, Nateri, Uhura.
2018_09_24_33|In 1989, this hurricane that followed Gabrielle caused 3 billion dollars in damage to Charleston.|In nineteen eighty-nine, this hurricane that followed Gabrielle caused three billion dollars in damage to Charleston.
2018_09_10_27|Rick Turtstruck. He's our champion, ladies and gentlemen. When he last appeared on our program six weeks ago, he was an aspiring teacher, but you made it.|Rick Turtstruck. He's our champion, ladies and gentlemen. When he last appeared on our program six weeks ago, he was an aspiring teacher, but you made it.
2018_09_27_77|Old West bandit Black Bart rose to infamy robbing these Wells Fargo conveyances.|Old West bandit Black Bart rose to infamy robbing these Wells Fargo conveyances.
2018_09_14_80|Of this Devil's Dictionary author, Twain wrote, For every laugh there are five blushes and ten shudders.|Of this Devil's Dictionary author, Twain wrote, For every laugh there are five blushes and ten shudders.
2018_09_20_37|Randy White and Emmitt Smith.|Randy White and Emmitt Smith.
2018_07_02_39|This first lady was born in Southampton, New York in 1929 and died in Manhattan in 1994.|This first lady was born in Southampton, New York in nineteen twenty-nine and died in Manhattan in nineteen ninety-four.
2018_09_25_83|Collective name for the lands down under and some islands north of them.|Collective name for the lands down under and some islands north of them.
2018_07_02_31|for Stanford.|for Stanford.
2018_09_27_89|Pretty good subject for final. U.S. landmarks. Players, here's your clue.|Pretty good subject for final. U.S. landmarks. Players, here's your clue.
2018_09_10_43|That'll be Colorado.|That'll be Colorado.
2018_09_10_90|But the game once again belonged to our champion, Rick. 20,200 as we get the three of you focused on Final Jeopardy. And here is the category for today. We're dealing with the Southern Hemisphere.|But the game once again belonged to our champion, Rick. twenty thousand, two hundred as we get the three of you focused on Final Jeopardy. And here is the category for today. We're dealing with the Southern Hemisphere.
2018_07_02_15|This British show starred Helen Mirren as Detective Jane Tennyson. NBC aired a version with Maria Bello.|This British show starred Helen Mirren as Detective Jane Tennyson. NBC aired a version with Maria Bello.
2018_09_25_37|Mary was queen of these people almost from birth, but queen consort of France from 1559 to 1560, before Francis II died.|Mary was queen of these people almost from birth, but queen consort of France from fifteen fifty-nine to fifteen sixty, before Francis II died.
2018_09_25_34|On the periodic table, this letter is the symbol for Tungsten.|On the periodic table, this letter is the symbol for Tungsten.
2018_09_10_63|In a Saul Bellow novel, Eugene Henderson gets this sacred title from the African Wariri tribe.|In a Saul Bellow novel, Eugene Henderson gets this sacred title from the African Wariri tribe.
2018_07_02_54|Alive and Jeremy were songs on this Seattle group's 1991 album, 10.|Alive and Jeremy were songs on this Seattle group's nineteen ninety-one album, ten.
2018_09_26_57|And that is Battle Royale. We're going to take our second break.|And that is Battle Royale. We're going to take our second break.
2018_09_24_30|Messina was destroyed in a 1908 earthquake that devastated this Italian island.|Messina was destroyed in a nineteen oh eight earthquake that devastated this Italian island.
2018_09_25_35|Yes, for Wolfram.|Yes, for Wolfram.
2018_09_25_86|Something done promptly and cheerfully is done with this.|Something done promptly and cheerfully is done with this.
2018_09_13_3|Here are the categories. At 35, just like our show. Same first and last letter in each correct response. Bad folks in books, oh. I got a fever and the only prescription is more cowbell.|Here are the categories. At thirty-five, just like our show. Same first and last letter in each correct response. Bad folks in books, oh. I got a fever and the only prescription is more cowbell.
2018_09_24_90|You had to think about Queen Victoria. That would have helped you a great deal here. We start with our champion, Rob, who was in third place with 6,200. He came up with who was King George, crossed that out, put down Edward VI, incorrect. It'll cost you everything but 5 dollars. Let's go down to the end to Nancy Choppa. She had 7,600. Her final response was George IV, incorrect also. And that cost you 4,000. You have 3,600. Now over to William Benson. Took a while before he wrote down his response and he wrote down, who is Edward VIII? No, he's the one who gave up the throne. It was Edward VII, the son of Queen Victoria. It's gonna cost you how much? 7601.|You had to think about Queen Victoria. That would have helped you a great deal here. We start with our champion, Rob, who was in third place with six thousand, two hundred. He came up with who was King George, crossed that out, put down Edward VI, incorrect. It'll cost you everything but five dollars. Let's go down to the end to Nancy Choppa. She had seven thousand, six hundred. Her final response was George IV, incorrect also. And that cost you four thousand. You have three thousand, six hundred. Now over to William Benson. Took a while before he wrote down his response and he wrote down, who is Edward VIII? No, he's the one who gave up the throne. It was Edward VII, the son of Queen Victoria. It's gonna cost you how much? seventy-six oh one.
2018_09_10_73|What is San Jose?|What is San Jose?
2018_09_14_83|Sweet! In Burlingame, California, there's a toy museum along with one of the largest types of these candy dispensers.|Sweet! In Burlingame, California, there's a toy museum along with one of the largest types of these candy dispensers.
2018_09_24_72|Nominated to be the first woman to head this agency, Gina Haspel said she excelled at dead drops and back alley meetings.|Nominated to be the first woman to head this agency, Gina Haspel said she excelled at dead drops and back alley meetings.
2018_09_25_5|The linguistics department at the University of Toronto said this team name is not incorrectly pluralized, as it is a proper noun.|The linguistics department at the University of Toronto said this team name is not incorrectly pluralized, as it is a proper noun.
2018_09_14_65|At their largest, the Japanese giant type of this crustacean can measure over 12 feet across, including the legs.|At their largest, the Japanese giant type of this crustacean can measure over twelve feet across, including the legs.
2018_09_14_69|Correct response. What is Shen Yun?|Correct response. What is Shen Yun?
2018_09_13_38|This ruler of Narnia earned her colorful title by beginning the long winter, a 100-year period of snow and ice.|This ruler of Narnia earned her colorful title by beginning the long winter, a one hundred-year period of snow and ice.
2018_09_10_52|two-word Latin term for the period of relative peace ending with the death of Marcus Aurelius.|two-word Latin term for the period of relative peace ending with the death of Marcus Aurelius.
2018_09_19_6|Endless Thread had Boston's WBUR and this website go beyond the front page of the internet to get deeper into stories.|Endless Thread had Boston's WBUR and this website go beyond the front page of the internet to get deeper into stories.
2018_09_21_87|You become the new champion with 22,100 dollars.|You become the new champion with twenty-two thousand, one hundred dollars.
2018_09_27_28|rhymes with too many. Kill Kenny. Back to you, Evelyn.|rhymes with too many. Kill Kenny. Back to you, Evelyn.
2018_07_02_21|Henry and Her by Anais Nin.|Henry and Her by Anais Nin.
2018_09_13_15|Yes, no N in the middle. Sorry, Lauren.|Yes, no N in the middle. Sorry, Lauren.
2018_09_14_10|In 1974, TV Guide went with a cover from this show about a family beloved from books.|In nineteen seventy-four, TV Guide went with a cover from this show about a family beloved from books.
2018_09_19_66|Mostly used for ornamentation, azurite is a blue carbonate of this metal.|Mostly used for ornamentation, azurite is a blue carbonate of this metal.
2018_09_14_82|KGB Museum and the Gingerbread Museum are just two attractions in this Czech capital.|KGB Museum and the Gingerbread Museum are just two attractions in this Czech capital.
2018_09_24_88|We deal with British royalty for our final. Here is the blue players.|We deal with British royalty for our final. Here is the blue players.
2018_09_13_18|At 35, he was elected to the Senate from Massachusetts. Later, he became the 35th president.|At thirty-five, he was elected to the Senate from Massachusetts. Later, he became the thirty-fiveth president.
2018_09_24_9|This alliterative term for a social misfit comes from the title comic strip character seen here.|This alliterative term for a social misfit comes from the title comic strip character seen here.
2018_09_20_10|Worth 58 billion dollars, IKEA founder Ingvar Kamprad got haircuts when visiting developing countries instead of in this homeland.|Worth fifty-eight billion dollars, IKEA founder Ingvar Kamprad got haircuts when visiting developing countries instead of in this homeland.
2018_07_02_73|The Cliffs of More.|The Cliffs of More.
2018_09_25_59|You're close to the lead now.|You're close to the lead now.
2018_09_24_32|British kids no longer worked this job after some as young as seven were killed doing it in an 1838 Yorkshire disaster.|British kids no longer worked this job after some as young as seven were killed doing it in an eighteen thirty-eight Yorkshire disaster.
2018_09_14_58|On August 21st, 2017, Bonnie Tyler was back in the spotlight as she regaled cruise ship passengers with this fitting hit.|On August twenty-onest, twenty seventeen, Bonnie Tyler was back in the spotlight as she regaled cruise ship passengers with this fitting hit.
2018_09_26_64|And the G is at the beginning of Gilbert Islands. Jordan, back to you.|And the G is at the beginning of Gilbert Islands. Jordan, back to you.
2018_09_24_56|to draw back suddenly in fear or horror.|to draw back suddenly in fear or horror.
2018_09_13_61|Dude, I've got swagger wearing this upper class garment. Calpurnia is totally impressed.|Dude, I've got swagger wearing this upper class garment. Calpurnia is totally impressed.
2018_09_20_68|You're all trying to remember Ned Kelly. Ned Kelly. Didn't come up in time.|You're all trying to remember Ned Kelly. Ned Kelly. Didn't come up in time.
2018_09_10_71|What is Nehru?|What is Nehru?
2018_09_25_84|Though this most visited Utah National Park doesn't have Canyon in its name, a canyon is the big draw.|Though this most visited Utah National Park doesn't have Canyon in its name, a canyon is the big draw.
2018_09_10_17|A 150-person in 10 minutes doing this alliterative exercise using leaping and clapping hands repeatedly.|A one hundred and fifty-person in ten minutes doing this alliterative exercise using leaping and clapping hands repeatedly.
2018_09_10_39|Here is the clue. Their names are Melchior, Balthasar and Gaspar.|Here is the clue. Their names are Melchior, Balthasar and Gaspar.
2018_09_14_64|The mole rat belongs to this order of gnawing mammals.|The mole rat belongs to this order of gnawing mammals.
2018_09_21_28|This type of tender, airy cake is the basis of angel food cake, as well as Boston cream pie.|This type of tender, airy cake is the basis of angel food cake, as well as Boston cream pie.
2018_09_26_53|What is destiny?|What is destiny?
2018_09_25_40|Here is the clue. Cities in North Carolina, Virginia, and Prince Edward Island are named for this consort of George III.|Here is the clue. Cities in North Carolina, Virginia, and Prince Edward Island are named for this consort of George III.
2018_09_25_64|This lead singer was given the biggest sendoff in history at the 1992 tribute concert for AIDS awareness.|This lead singer was given the biggest sendoff in history at the nineteen ninety-two tribute concert for AIDS awareness.
2018_09_26_85|Long after this type of surgery, your vision may cloud up again, and you may need a laser procedure.|Long after this type of surgery, your vision may cloud up again, and you may need a laser procedure.
2018_07_02_26|That is correct, and you're the only one with money.|That is correct, and you're the only one with money.
2018_09_26_43|No, correct response, what is Monterey?|No, correct response, what is Monterey?
2018_09_25_1|Some of you regular fans of our program will recognize Vincent. He was a contestant on Jeopardy just before the summer break. And in the final, our on-screen printout dropped the letter T from the word this, making it his. And that caused some confusion and may well have cost Vincent the game. So to be fair, we decided to bring him back to play again today. Courtney, you're the only complete newcomer.|Some of you regular fans of our program will recognize Vincent. He was a contestant on Jeopardy just before the summer break. And in the final, our on-screen printout dropped the letter T from the word this, making it his. And that caused some confusion and may well have cost Vincent the game. So to be fair, we decided to bring him back to play again today. Courtney, you're the only complete newcomer.
2018_09_26_81|happens to be an elliptical|happens to be an elliptical
2018_09_27_41|Canadian Football League, yes.|Canadian Football League, yes.
2018_09_26_66|In 2018, Donald Trump pardoned this man, Dick Cheney's chief of staff, who was convicted of perjury.|In twenty eighteen, Donald Trump pardoned this man, Dick Cheney's chief of staff, who was convicted of perjury.
2018_09_25_19|A Robert Burns poem gave this flat cap its name.|A Robert Burns poem gave this flat cap its name.
2018_09_24_8|This two word name for a rich benefactor comes from a little orphan Annie character.|This two word name for a rich benefactor comes from a little orphan Annie character.
2018_09_21_80|She's the Maine, well senior senator from Maine.|She's the Maine, well senior senator from Maine.
2018_09_10_62|Booth Tarkington's novel about this magnificent family documents their decline.|Booth Tarkington's novel about this magnificent family documents their decline.
2018_09_21_3|The South African War fought from 1899 to 1902 who was also known as this war or the Anglo this war.|The South African War fought from eighteen ninety-nine to nineteen oh two who was also known as this war or the Anglo this war.
2018_09_26_22|Chinese.|Chinese.
2018_09_21_12|heard at this event honoring Charlie Sheen. You're the black sheep of a family responsible for three Mighty Ducks movies.|heard at this event honoring Charlie Sheen. You're the black sheep of a family responsible for three Mighty Ducks movies.
2018_07_02_36|Scott McFadden is a librarian from Muncie, Indiana. You and your wife are planning an interesting trip.|Scott McFadden is a librarian from Muncie, Indiana. You and your wife are planning an interesting trip.
2018_09_19_35|Say this noise that begins the lyrics of the trolley song.|Say this noise that begins the lyrics of the trolley song.
2018_09_11_85|Switching the syllables in the German word for building of a home gave this design and architecture school its name. 30 seconds. Good luck.|Switching the syllables in the German word for building of a home gave this design and architecture school its name. thirty seconds. Good luck.
2018_09_20_47|Kelly, do it again.|Kelly, do it again.
2018_09_13_57|I understand the confusion that ripped torso with the six-pack is not me, but this Roman water god.|I understand the confusion that ripped torso with the six-pack is not me, but this Roman water god.
2018_09_11_27|In 1844, Macon Allen became the first black one of these professionals in the United States, and later, first black justice of the peace.|In eighteen forty-four, Macon Allen became the first black one of these professionals in the United States, and later, first black justice of the peace.
2018_07_02_37|any part of it that is of special interest to you.|any part of it that is of special interest to you.
2018_09_25_36b|Catherine of Aragon had a second chance as queen consort when Prince Arthur died. She married this brother.|Catherine of Aragon had a second chance as queen consort when Prince Arthur died. She married this brother.
2018_09_20_43|Jimmy has the first clue.|Jimmy has the first clue.
2018_09_19_36|What is clang, clang, clang?|What is clang, clang, clang?
2018_09_27_21|and in college, captain of a very important team.|and in college, captain of a very important team.
2018_09_20_19|John Elwes, who despite great wealth, wore a wig found in a gutter, may have inspired this most famous miser of fiction.|John Elwes, who despite great wealth, wore a wig found in a gutter, may have inspired this most famous miser of fiction.
2018_09_21_22|Rob Salerno from Los Angeles produced Theatre in Canada. Where?|Rob Salerno from Los Angeles produced Theatre in Canada. Where?
